ID;Brand;Model;Color;Mileage;Condition
32724;Land Rover;Generic Model 2;White;183028;New
32725;Hyundai;Generic Model 3;Red;181527;New
32726;Jaguar;Generic Model 3;Blue;56150;Used
32727;Honda;CR-V;Blue;105389;Used
32728;Volkswagen;Generic Model 3;Green;194320;Used
32729;Porsche;Generic Model 2;Red;143145;New
32730;Nissan;Generic Model 1;Blue;120411;Used
32731;Honda;CR-V;White;57184;Used
32732;Tesla;Generic Model 3;Black;145698;New
32733;Subaru;Generic Model 3;Red;83739;Used
32734;Kia;Generic Model 3;Green;150106;Used
32735;BMW;Generic Model 3;Black;52053;Used
32736;Toyota;Highlander;Red;56166;New
32737;BMW;Generic Model 3;Green;80702;Used
32738;Land Rover;Generic Model 1;White;90371;New
32739;Porsche;Generic Model 1;Green;101845;New
32740;Ford;Escape;Red;112468;Used
32741;Porsche;Generic Model 3;Black;68111;Used
32742;Porsche;Generic Model 2;Red;32716;Used
32743;Tesla;Generic Model 3;Silver;61168;New
32744;Land Rover;Generic Model 1;Blue;159468;Used
32745;Land Rover;Generic Model 2;Red;184948;New
32746;Hyundai;Generic Model 1;Red;12078;Used
32747;Tesla;Generic Model 3;Blue;117792;Used
32748;Mercedes-Benz;Generic Model 2;White;133341;Used
32749;Land Rover;Generic Model 2;Green;61332;New
32750;Nissan;Generic Model 2;Silver;4462;Used
32751;Land Rover;Generic Model 1;Blue;191427;Used
32752;Hyundai;Generic Model 1;Red;156277;Used
32753;Honda;Pilot;Silver;171313;New
32754;Subaru;Generic Model 1;White;88742;New
32755;Hyundai;Generic Model 2;Silver;177290;Used
32756;Kia;Generic Model 1;Black;121291;Used
32757;Nissan;Generic Model 1;Silver;103472;Used
32758;Jeep;Generic Model 2;Blue;48688;New
32759;Honda;Accord;Black;154031;Used
32760;Porsche;Generic Model 3;Silver;189328;Used
32761;Tesla;Generic Model 3;Black;152749;Used
32762;Subaru;Generic Model 1;Black;162073;New
32763;Kia;Generic Model 3;Blue;132840;Used
32764;Jeep;Generic Model 2;Silver;188017;New
32765;Ford;Explorer;Black;121306;New
32766;Ford;F-150;Silver;26648;New
32767;Mercedes-Benz;Generic Model 1;White;83035;New
32768;Volvo;Generic Model 1;Red;174708;Used
32769;Jeep;Generic Model 1;Blue;44321;New
32770;Mazda;Generic Model 1;Black;8328;New
32771;Toyota;RAV4;Black;116239;Used
32772;Nissan;Generic Model 1;Green;2986;Used
32773;Porsche;Generic Model 2;Silver;193099;New
32774;Audi;Generic Model 1;Red;109595;Used
32775;Honda;Accord;Red;147001;New
32776;Volvo;Generic Model 1;Red;84044;New
32777;Jeep;Generic Model 2;Black;14310;Used
32778;Jeep;Generic Model 1;White;107808;New
32779;Jaguar;Generic Model 2;White;63858;New
32780;Hyundai;Generic Model 1;Silver;80184;New
32781;Hyundai;Generic Model 3;White;157867;Used
32782;Jeep;Generic Model 3;Blue;191923;New
32783;Lexus;Generic Model 2;Red;137108;Used
32784;Toyota;Tacoma;Silver;182690;Used
32785;Mazda;Generic Model 2;Silver;186072;New
32786;Chevrolet;Generic Model 3;Red;96897;New
32787;Audi;Generic Model 1;Red;92402;Used
32788;Ford;Edge;Black;160093;New
32789;Volvo;Generic Model 3;Black;35738;New
32790;Mazda;Generic Model 2;Red;113835;New
32791;Lexus;Generic Model 1;White;112046;Used
32792;Tesla;Generic Model 2;Green;1246;Used
32793;Jaguar;Generic Model 2;Blue;4040;Used
32794;Jaguar;Generic Model 2;Silver;182434;New
32795;Tesla;Generic Model 1;Green;72984;Used
32796;Ford;F-150;Blue;175837;Used
32797;Tesla;Generic Model 2;Black;101696;New
32798;Toyota;Corolla;Green;41735;New
32799;Kia;Generic Model 1;Black;72992;New
32800;Nissan;Generic Model 3;Green;27153;Used
32801;Mazda;Generic Model 1;White;89392;New
32802;Ford;Escape;Blue;136644;Used
32803;Lexus;Generic Model 2;Green;56877;Used
32804;Porsche;Generic Model 2;Red;16057;Used
32805;Audi;Generic Model 2;Green;43518;New
32806;Chevrolet;Generic Model 3;Green;35035;New
32807;Mazda;Generic Model 1;Blue;48739;Used
32808;Mazda;Generic Model 2;Green;75008;Used
32809;Toyota;Corolla;Red;106208;New
32810;BMW;Generic Model 2;White;112832;Used
32811;Porsche;Generic Model 1;Black;196528;Used
32812;Porsche;Generic Model 1;Black;91178;New
32813;BMW;Generic Model 3;Red;36794;New
32814;BMW;Generic Model 2;Blue;92618;Used
32815;Lexus;Generic Model 3;Red;187051;New
32816;Volkswagen;Generic Model 2;Red;187350;New
32817;Land Rover;Generic Model 3;White;32126;Used
32818;Nissan;Generic Model 3;Red;151343;Used
32819;Tesla;Generic Model 2;Black;78847;Used
32820;Jaguar;Generic Model 3;Green;162266;Used
32821;Tesla;Generic Model 1;Black;123615;New
32822;Land Rover;Generic Model 2;Blue;50375;New
32823;Subaru;Generic Model 1;White;163472;Used
32824;Audi;Generic Model 1;White;72565;Used
32825;Nissan;Generic Model 2;Black;93526;Used
32826;Volkswagen;Generic Model 2;Red;145270;New
32827;Volvo;Generic Model 1;Silver;38886;Used
32828;Jeep;Generic Model 2;Black;71013;Used
32829;Jeep;Generic Model 1;Silver;74537;New
32830;Toyota;Highlander;Blue;78049;New
32831;Land Rover;Generic Model 2;Black;182764;New
32832;Land Rover;Generic Model 3;Red;11527;Used
32833;Lexus;Generic Model 1;Black;110663;New
32834;Toyota;Corolla;Black;84827;New
32835;Honda;Fit;Blue;30865;Used
32836;Kia;Generic Model 3;Silver;166817;New
32837;Jeep;Generic Model 1;Blue;61962;Used
32838;Hyundai;Generic Model 2;Green;70443;New
32839;Tesla;Generic Model 3;Blue;166161;New
32840;Land Rover;Generic Model 1;White;48404;Used
32841;Mazda;Generic Model 2;White;187130;Used
32842;Hyundai;Generic Model 1;Silver;31695;Used
32843;Volkswagen;Generic Model 2;Silver;9538;New
32844;Jaguar;Generic Model 3;White;41299;Used
32845;Toyota;Camry;Green;186300;Used
32846;Audi;Generic Model 1;Black;71408;Used
32847;Kia;Generic Model 1;Blue;196734;Used
32848;Audi;Generic Model 1;Blue;119389;New
32849;Land Rover;Generic Model 2;Blue;102307;New
32850;BMW;Generic Model 3;Red;166446;New
32851;BMW;Generic Model 3;Black;111792;Used
32852;Jaguar;Generic Model 3;Black;57414;New
32853;Jaguar;Generic Model 1;Black;148922;Used
32854;Volvo;Generic Model 1;Blue;145189;Used
32855;Hyundai;Generic Model 1;Silver;26632;New
32856;Jeep;Generic Model 1;Green;47675;Used
32857;BMW;Generic Model 3;Green;61337;Used
32858;Hyundai;Generic Model 3;White;14353;Used
32859;Porsche;Generic Model 3;Blue;112618;Used
32860;Ford;F-150;Red;174065;New
32861;BMW;Generic Model 3;Black;48861;Used
32862;Mercedes-Benz;Generic Model 1;Silver;103983;New
32863;Mercedes-Benz;Generic Model 1;White;37269;New
32864;Volkswagen;Generic Model 3;Red;142603;New
32865;Ford;Edge;Red;170170;Used
32866;Volvo;Generic Model 3;Blue;14524;Used
32867;Mercedes-Benz;Generic Model 3;Black;51721;Used
32868;Nissan;Generic Model 3;Green;56694;Used
32869;Land Rover;Generic Model 3;White;25487;New
32870;Nissan;Generic Model 1;Green;80868;New
32871;Chevrolet;Generic Model 3;Black;145561;New
32872;Volkswagen;Generic Model 2;Green;64781;Used
32873;Mazda;Generic Model 2;Black;182596;Used
32874;Toyota;Corolla;Blue;73342;New
32875;Jeep;Generic Model 2;Red;69976;Used
32876;BMW;Generic Model 2;Green;109982;New
32877;Tesla;Generic Model 3;Green;17449;New
32878;Nissan;Generic Model 2;Red;122894;Used
32879;Volvo;Generic Model 2;White;29754;New
32880;Tesla;Generic Model 1;Green;37892;New
32881;Mercedes-Benz;Generic Model 3;Red;71743;Used
32882;Volvo;Generic Model 1;White;81224;New
32883;Hyundai;Generic Model 1;Silver;68491;Used
32884;Jaguar;Generic Model 2;Green;139044;Used
32885;BMW;Generic Model 2;Blue;101017;Used
32886;Subaru;Generic Model 2;Red;31661;Used
32887;Ford;F-150;Green;123386;Used
32888;Jeep;Generic Model 3;Silver;136570;New
32889;Land Rover;Generic Model 1;Blue;180150;Used
32890;Volvo;Generic Model 3;Blue;168709;Used
32891;BMW;Generic Model 2;Red;198545;Used
32892;Kia;Generic Model 1;Silver;129308;Used
32893;Ford;F-150;Silver;123921;Used
32894;Audi;Generic Model 1;Green;3278;New
32895;Hyundai;Generic Model 2;Silver;118328;Used
32896;Ford;F-150;Red;53926;New
32897;Nissan;Generic Model 2;White;64965;New
32898;Hyundai;Generic Model 2;Blue;152526;New
32899;Kia;Generic Model 3;Green;78394;New
32900;Honda;Odyssey;Black;55254;New
32901;Ford;Escape;White;95295;Used
32902;Honda;Accord;White;96751;Used
32903;Tesla;Generic Model 1;White;163402;New
32904;Kia;Generic Model 3;Black;193337;Used
32905;BMW;Generic Model 2;Red;172492;Used
32906;Ford;Focus;Black;152210;New
32907;Mercedes-Benz;Generic Model 2;White;187546;New
32908;Nissan;Generic Model 2;Green;177722;Used
32909;Audi;Generic Model 2;Red;156293;Used
32910;Land Rover;Generic Model 2;Silver;45186;New
32911;Mercedes-Benz;Generic Model 2;Silver;97709;Used
32912;Lexus;Generic Model 1;Blue;69625;Used
32913;Toyota;Highlander;Red;93220;Used
32914;Toyota;Prius;Green;153414;New
32915;Toyota;Highlander;Black;103420;New
32916;Jaguar;Generic Model 1;Red;99276;Used
32917;Tesla;Generic Model 3;Silver;19213;New
32918;Porsche;Generic Model 3;Green;10234;Used
32919;Porsche;Generic Model 2;White;63290;Used
32920;Jaguar;Generic Model 1;Black;37005;Used
32921;Ford;Edge;Green;30238;Used
32922;Land Rover;Generic Model 3;Green;105293;New
32923;Ford;Focus;Blue;145131;New
32924;Mazda;Generic Model 2;Black;13914;New
32925;Toyota;Tacoma;Red;110494;Used
32926;Jaguar;Generic Model 1;Silver;144095;Used
32927;Lexus;Generic Model 1;Blue;16853;Used
32928;Volvo;Generic Model 1;Black;121904;Used
32929;Nissan;Generic Model 3;Green;135495;New
32930;Volvo;Generic Model 1;Black;19727;New
32931;Mercedes-Benz;Generic Model 2;Green;131535;New
32932;Mercedes-Benz;Generic Model 1;Black;36089;New
32933;Mercedes-Benz;Generic Model 2;Silver;56189;New
32934;Land Rover;Generic Model 2;Red;180434;Used
32935;Hyundai;Generic Model 3;White;49798;New
32936;Volvo;Generic Model 2;Silver;7884;Used
32937;Audi;Generic Model 3;Green;91866;Used
32938;BMW;Generic Model 1;Silver;138715;Used
32939;Nissan;Generic Model 3;White;132778;New
32940;Ford;Escape;Green;192253;New
32941;Nissan;Generic Model 1;White;72217;New
32942;Honda;Accord;Green;55492;New
32943;Tesla;Generic Model 3;Red;942;New
32944;Porsche;Generic Model 2;Blue;170684;New
32945;Nissan;Generic Model 2;Black;41982;Used
32946;Audi;Generic Model 2;Blue;176549;New
32947;Porsche;Generic Model 3;Black;176264;New
32948;Land Rover;Generic Model 3;Silver;174087;Used
32949;Hyundai;Generic Model 3;White;41968;Used
32950;Kia;Generic Model 2;White;20507;New
32951;Hyundai;Generic Model 3;Black;165349;New
32952;Hyundai;Generic Model 3;Black;94727;Used
32953;Hyundai;Generic Model 1;Black;14959;New
32954;Mazda;Generic Model 3;White;180883;Used
32955;Porsche;Generic Model 2;Red;45679;New
32956;Subaru;Generic Model 3;White;111163;New
32957;Subaru;Generic Model 3;White;51300;New
32958;Lexus;Generic Model 3;Black;66511;Used
32959;Hyundai;Generic Model 1;White;67339;New
32960;Hyundai;Generic Model 2;Silver;40718;Used
32961;Honda;CR-V;White;186824;Used
32962;Kia;Generic Model 2;Blue;6692;Used
32963;Subaru;Generic Model 1;Green;150474;Used
32964;Jeep;Generic Model 2;Red;63677;New
32965;Nissan;Generic Model 2;Green;108892;New
32966;Honda;Pilot;Red;26098;New
32967;Lexus;Generic Model 2;Black;199073;New
32968;Porsche;Generic Model 3;Black;73401;New
32969;Land Rover;Generic Model 1;Green;25691;Used
32970;Mercedes-Benz;Generic Model 1;Blue;96684;Used
32971;Porsche;Generic Model 3;Blue;81922;New
32972;Chevrolet;Generic Model 1;Black;149097;New
32973;Subaru;Generic Model 2;Green;163189;New
32974;Chevrolet;Generic Model 1;Blue;32216;Used
32975;Subaru;Generic Model 2;Red;140724;New
32976;Mercedes-Benz;Generic Model 2;Blue;156437;Used
32977;Tesla;Generic Model 2;White;132800;New
32978;Land Rover;Generic Model 2;Blue;9314;New
32979;Mercedes-Benz;Generic Model 2;White;2881;New
32980;Toyota;Camry;Green;65675;Used
32981;Jaguar;Generic Model 2;Silver;188344;Used
32982;Land Rover;Generic Model 3;Blue;152829;New
32983;Land Rover;Generic Model 1;Red;169128;New
32984;Mercedes-Benz;Generic Model 2;Green;173092;New
32985;Porsche;Generic Model 1;Red;79456;New
32986;BMW;Generic Model 3;Silver;11455;New
32987;Hyundai;Generic Model 3;Red;33512;Used
32988;Porsche;Generic Model 1;Red;185239;New
32989;Mercedes-Benz;Generic Model 1;White;120578;New
32990;Honda;Odyssey;White;13003;New
32991;Tesla;Generic Model 3;Black;163852;New
32992;Ford;Edge;Black;135376;New
32993;Jeep;Generic Model 1;Silver;56863;Used
32994;Lexus;Generic Model 2;Silver;60760;New
32995;Volkswagen;Generic Model 2;Silver;68031;New
32996;Lexus;Generic Model 3;Green;139773;Used
32997;Chevrolet;Generic Model 2;Red;108220;Used
32998;BMW;Generic Model 3;Red;61851;New
32999;Mazda;Generic Model 2;White;153827;New
33000;Jeep;Generic Model 1;Black;21325;Used
33001;BMW;Generic Model 1;White;186491;New
33002;Tesla;Generic Model 1;Green;41464;New
33003;Volvo;Generic Model 1;Black;73015;New
33004;Tesla;Generic Model 3;Red;111050;Used
33005;Jaguar;Generic Model 2;Red;28798;New
33006;Toyota;Tacoma;Black;33919;New
33007;Ford;Edge;Red;87441;New
33008;Hyundai;Generic Model 1;Blue;99753;Used
33009;Audi;Generic Model 1;Blue;191209;Used
33010;Land Rover;Generic Model 2;White;99514;Used
33011;BMW;Generic Model 1;Green;117376;Used
33012;Volkswagen;Generic Model 2;Blue;109308;Used
33013;Chevrolet;Generic Model 1;Green;126234;Used
33014;Chevrolet;Generic Model 1;Blue;148676;New
33015;Mazda;Generic Model 2;Black;16879;Used
33016;Lexus;Generic Model 3;Green;93445;New
33017;Kia;Generic Model 2;Blue;171340;Used
33018;Kia;Generic Model 1;Black;160319;Used
33019;Toyota;Tacoma;Black;109051;New
33020;Hyundai;Generic Model 2;Red;23298;New
33021;Audi;Generic Model 3;Green;142018;Used
33022;Lexus;Generic Model 2;Silver;31170;Used
33023;Volvo;Generic Model 1;Red;36902;Used
33024;Honda;Accord;White;151744;New
33025;Porsche;Generic Model 3;Silver;47254;Used
33026;Land Rover;Generic Model 2;White;119981;Used
33027;Chevrolet;Generic Model 3;Red;191285;New
33028;Porsche;Generic Model 2;Blue;68947;New
33029;Mercedes-Benz;Generic Model 2;Red;110545;Used
33030;BMW;Generic Model 1;Green;87513;Used
33031;Tesla;Generic Model 3;Black;126833;New
33032;Jaguar;Generic Model 2;Green;10700;Used
33033;Chevrolet;Generic Model 1;Black;57;Used
33034;Hyundai;Generic Model 2;Green;103870;Used
33035;Audi;Generic Model 2;Silver;85376;New
33036;Ford;Focus;Green;132264;Used
33037;Ford;Mustang;Blue;151831;Used
33038;Honda;Fit;Red;165757;New
33039;Hyundai;Generic Model 3;Blue;169403;New
33040;Volvo;Generic Model 3;White;31827;New
33041;Mercedes-Benz;Generic Model 1;Blue;180914;New
33042;Audi;Generic Model 1;Green;144319;Used
33043;Volvo;Generic Model 1;Red;20881;Used
33044;Volkswagen;Generic Model 3;Red;184138;Used
33045;Hyundai;Generic Model 2;Green;115728;Used
33046;Ford;Mustang;Black;179572;Used
33047;Kia;Generic Model 1;Black;186257;Used
33048;Porsche;Generic Model 1;Blue;38437;New
33049;Volkswagen;Generic Model 2;Silver;96991;New
33050;BMW;Generic Model 2;Red;17890;Used
33051;Hyundai;Generic Model 1;Silver;5026;New
33052;Hyundai;Generic Model 3;White;117955;Used
33053;Chevrolet;Generic Model 2;Silver;93000;Used
33054;Tesla;Generic Model 2;Red;60003;Used
33055;Lexus;Generic Model 3;White;15305;Used
33056;Volkswagen;Generic Model 2;Silver;86857;Used
33057;Jaguar;Generic Model 3;Green;1908;New
33058;Volkswagen;Generic Model 3;Blue;137533;Used
33059;Toyota;Prius;Blue;123669;New
33060;Chevrolet;Generic Model 1;Black;136587;Used
33061;Volvo;Generic Model 3;White;99024;Used
33062;Volkswagen;Generic Model 1;Black;22994;Used
33063;Toyota;RAV4;Black;66338;Used
33064;Subaru;Generic Model 3;Black;198033;New
33065;Tesla;Generic Model 3;Blue;83209;New
33066;Porsche;Generic Model 1;Green;134489;Used
33067;Tesla;Generic Model 1;White;37109;Used
33068;Volvo;Generic Model 2;White;113785;Used
33069;Porsche;Generic Model 3;Black;1489;New
33070;Jeep;Generic Model 1;Silver;172634;New
33071;Toyota;Tacoma;White;84470;Used
33072;Nissan;Generic Model 3;Blue;163385;Used
33073;Porsche;Generic Model 3;White;138956;New
33074;Porsche;Generic Model 1;Blue;13543;Used
33075;BMW;Generic Model 1;Black;145457;New
33076;Chevrolet;Generic Model 3;Blue;100158;New
33077;Jaguar;Generic Model 3;Blue;25721;New
33078;Subaru;Generic Model 2;Green;173065;Used
33079;Jeep;Generic Model 3;Red;165949;Used
33080;Nissan;Generic Model 3;White;173307;Used
33081;Honda;Accord;Blue;6711;New
33082;Kia;Generic Model 1;Red;127662;New
33083;Honda;Odyssey;Silver;130053;Used
33084;Toyota;Camry;White;186627;New
33085;Nissan;Generic Model 1;White;82396;New
33086;Mazda;Generic Model 3;White;651;Used
33087;Nissan;Generic Model 2;Blue;170114;New
33088;Kia;Generic Model 2;Silver;123686;New
33089;Porsche;Generic Model 2;Blue;185760;New
33090;Chevrolet;Generic Model 2;Red;53139;Used
33091;Volvo;Generic Model 2;Red;98705;New
33092;Toyota;RAV4;White;158901;Used
33093;Audi;Generic Model 1;Green;170555;New
33094;Ford;Edge;White;124264;Used
33095;Nissan;Generic Model 2;White;83785;New
33096;Jaguar;Generic Model 3;Black;192039;New
33097;BMW;Generic Model 2;Green;25663;New
33098;Volvo;Generic Model 2;Black;106047;New
33099;Jeep;Generic Model 3;White;118739;Used
33100;Toyota;RAV4;Black;106704;New
33101;Porsche;Generic Model 1;White;161628;New
33102;Porsche;Generic Model 2;Silver;3229;Used
33103;Mercedes-Benz;Generic Model 1;Green;133234;New
33104;Honda;Civic;Green;32244;Used
33105;Tesla;Generic Model 3;Silver;18438;New
33106;Kia;Generic Model 2;Black;7582;New
33107;Volvo;Generic Model 3;Black;103267;New
33108;BMW;Generic Model 1;Black;131275;Used
33109;Chevrolet;Generic Model 1;Red;148250;New
33110;BMW;Generic Model 1;Red;60612;New
33111;Lexus;Generic Model 1;Blue;56242;New
33112;Tesla;Generic Model 1;Silver;105989;Used
33113;Toyota;RAV4;White;168001;New
33114;Volkswagen;Generic Model 1;Black;123892;Used
33115;Kia;Generic Model 3;Silver;67829;Used
33116;Kia;Generic Model 1;Silver;169255;Used
33117;Ford;Mustang;Blue;33175;Used
33118;Kia;Generic Model 2;White;178368;Used
33119;Nissan;Generic Model 1;Black;172436;New
33120;Chevrolet;Generic Model 1;Blue;91923;New
33121;Porsche;Generic Model 2;Black;166992;New
33122;Subaru;Generic Model 2;Red;12887;New
33123;BMW;Generic Model 1;Silver;151987;Used
33124;Chevrolet;Generic Model 1;Red;191800;Used
33125;Subaru;Generic Model 2;White;164454;New
33126;Mazda;Generic Model 3;Red;108722;New
33127;Subaru;Generic Model 3;White;160233;Used
33128;BMW;Generic Model 3;Blue;109605;New
33129;Tesla;Generic Model 2;White;52418;New
33130;Ford;Explorer;White;40968;Used
33131;Hyundai;Generic Model 1;Green;164014;Used
33132;Chevrolet;Generic Model 2;Blue;65714;Used
33133;Porsche;Generic Model 3;Red;27453;New
33134;Nissan;Generic Model 1;Green;165204;New
33135;Jeep;Generic Model 2;Blue;139114;New
33136;Mazda;Generic Model 1;Black;2160;Used
33137;Toyota;Tacoma;Silver;105436;Used
33138;Volkswagen;Generic Model 3;Green;118580;New
33139;Kia;Generic Model 3;Silver;74289;New
33140;Toyota;Highlander;Black;198670;New
33141;Nissan;Generic Model 3;Green;121465;New
33142;Ford;Mustang;Silver;59313;Used
33143;Mazda;Generic Model 1;Green;126568;Used
33144;Toyota;Camry;Red;43637;Used
33145;Honda;Civic;Black;180354;Used
33146;Subaru;Generic Model 1;Green;192260;Used
33147;Volkswagen;Generic Model 3;Black;90516;Used
33148;Tesla;Generic Model 3;Black;55249;Used
